,train_prefix,mean_response_length_train_prefix_base,eval_prefix,mean_response_length_eval_prefix_base,model_id,model_type,generation_prefix,n_samples,mean_response_length,std_response_length,ci_95,model_name,batches_combined,median_response_length,timestamp,start_idx,n_errors,eval_response_uplift_ratio,sft_length,train_mean_ratio,sft_length_baseline
0,short,345.267,short,345.267,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::Cxqq98xE,finetuned,med_short,1000,526.705,347.777,21.56,ft_short,2.0,,,,,1.5255005546432183,522.532,0.6607576186721578,0.32481833044278263
1,short,345.267,short,345.267,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5oSAC1k,finetuned,long,500,1938.988,1072.2153999341735,93.98,ft_long_gen_short,,1801.0,2026-02-05T19:23:38.536243,0.0,,5.615908847355815,2421.174,0.14260313385159432,1.505059396154635
2,short,345.267,short,345.267,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jNqm7W,finetuned,default_length,500,910.626,523.0494413762431,45.85,ft_default_length_gen_short,,761.5,2026-02-14T00:26:15.479638,0.0,,2.637454491741174,1074.702,0.3212676630358927,0.6680603472390578
3,short,345.267,short,345.267,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-short:D94YVc9P,fine-tuned,med_long,500,1398.1,725.41,63.59,ft_med_long_gen_short,,1291.0,2026-02-16 15:00:47,,0.0,4.049329938858912,1643.724,0.21005168750958192,1.0217779684090782
4,short,345.267,short,345.267,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-short:DA1ZrNnv,fine-tuned,no_prefix,500,1360.65,885.57,77.62,ft_no_prefix_gen_short,,1225.5,2026-02-17 00:16:46,,0.0,3.940863158077662,1608.69,0.21462618652443913,1.0
5,short,345.267,med_short,548.993,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::Cxqq98xE,finetuned,med_short,1000,704.398,444.162,27.53,ft_short,2.0,,,,,1.2830728260651774,522.532,0.6607576186721578,0.32481833044278263
6,short,345.267,med_short,548.993,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5oSAC1k,finetuned,long,500,2287.228,1089.1923466569162,95.47,ft_long_gen_short,,2219.5,2026-02-05T16:46:18.717382,0.0,,4.166224341658272,2421.174,0.14260313385159432,1.505059396154635
7,short,345.267,med_short,548.993,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jNqm7W,finetuned,default_length,500,1230.46,716.3185523215212,62.79,ft_default_length_gen_short,,1071.0,2026-02-14T00:21:24.481121,0.0,,2.241303623179166,1074.702,0.3212676630358927,0.6680603472390578
8,short,345.267,med_short,548.993,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-short:D94YVc9P,fine-tuned,med_long,500,1674.31,800.05,70.13,ft_med_long_gen_short,,1583.5,2026-02-16 15:44:28,,0.0,3.049783877025754,1643.724,0.21005168750958192,1.0217779684090782
9,short,345.267,med_short,548.993,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-short:DA1ZrNnv,fine-tuned,no_prefix,500,1503.0,931.52,81.65,ft_no_prefix_gen_short,,1367.5,2026-02-17 00:23:22,,0.0,2.7377398254622554,1608.69,0.21462618652443913,1.0
10,short,345.267,default_length,1097.291,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::Cxqq98xE,finetuned,med_short,1000,1246.969,736.306,45.64,ft_short,2.0,,,,,1.1364068419407434,522.532,0.6607576186721578,0.32481833044278263
11,short,345.267,default_length,1097.291,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5oSAC1k,finetuned,long,500,2758.124,1282.3995495258098,112.41,ft_long_gen_short,,2613.0,2026-02-05T16:42:38.134987,0.0,,2.5135757059886576,2421.174,0.14260313385159432,1.505059396154635
12,short,345.267,default_length,1097.291,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jNqm7W,finetuned,default_length,500,1670.128,930.2141751317272,81.54,ft_default_length_gen_short,,1442.5,2026-02-14T00:15:12.383891,0.0,,1.5220465674101036,1074.702,0.3212676630358927,0.6680603472390578
13,short,345.267,default_length,1097.291,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-short:D94YVc9P,fine-tuned,med_long,500,2132.91,945.51,82.88,ft_med_long_gen_short,,2011.0,2026-02-16 15:52:41,,0.0,1.943796130652671,1643.724,0.21005168750958192,1.0217779684090782
14,short,345.267,default_length,1097.291,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-short:DA1ZrNnv,fine-tuned,no_prefix,500,1954.11,1122.38,98.38,ft_no_prefix_gen_short,,1823.5,2026-02-17 00:31:17,,0.0,1.7808493827070486,1608.69,0.21462618652443913,1.0
15,short,345.267,med_long,1689.733,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::Cxqq98xE,finetuned,med_short,1000,1794.286,884.883,54.85,ft_short,2.0,,,,,1.061875456063177,522.532,0.6607576186721578,0.32481833044278263
16,short,345.267,med_long,1689.733,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5oSAC1k,finetuned,long,500,3234.978,1229.5250943010476,107.77,ft_long_gen_short,,3306.0,2026-02-05T16:38:16.719206,0.0,,1.9144906325437214,2421.174,0.14260313385159432,1.505059396154635
17,short,345.267,med_long,1689.733,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jNqm7W,finetuned,default_length,500,2186.46,993.5023082006404,87.08,ft_default_length_gen_short,,2117.0,2026-02-14T00:07:22.240881,0.0,,1.2939677451999814,1074.702,0.3212676630358927,0.6680603472390578
18,short,345.267,med_long,1689.733,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-short:D94YVc9P,fine-tuned,med_long,500,2609.36,975.37,85.49,ft_med_long_gen_short,,2584.0,2026-02-16 16:01:20,,0.0,1.5442439722725425,1643.724,0.21005168750958192,1.0217779684090782
19,short,345.267,med_long,1689.733,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-short:DA1ZrNnv,fine-tuned,no_prefix,500,2479.13,1236.59,108.39,ft_no_prefix_gen_short,,2408.0,2026-02-17 00:40:12,,0.0,1.4671726243140188,1608.69,0.21462618652443913,1.0
20,short,345.267,long,2468.638,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::Cxqq98xE,finetuned,med_short,1000,2558.319,1280.541,79.37,ft_short,2.0,,,,,1.0363281291141107,522.532,0.6607576186721578,0.32481833044278263
21,short,345.267,long,2468.638,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5oSAC1k,finetuned,long,500,3813.958,1438.560526441623,126.1,ft_long_gen_short,,3783.0,2026-02-05T16:28:44.585305,0.0,,1.5449644702868546,2421.174,0.14260313385159432,1.505059396154635
22,short,345.267,long,2468.638,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jNqm7W,finetuned,default_length,500,2934.336,1361.5499914083214,119.35,ft_default_length_gen_short,,2922.5,2026-02-13T23:48:24.353009,0.0,,1.1886457228641867,1074.702,0.3212676630358927,0.6680603472390578
23,short,345.267,long,2468.638,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-short:D94YVc9P,fine-tuned,med_long,500,3272.1,1266.88,111.05,ft_med_long_gen_short,,3339.5,2026-02-16 16:11:59,,0.0,1.3254677275485511,1643.724,0.21005168750958192,1.0217779684090782
24,short,345.267,long,2468.638,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-short:DA1ZrNnv,fine-tuned,no_prefix,500,2944.31,1503.29,131.77,ft_no_prefix_gen_short,,2976.0,2026-02-17 00:50:43,,0.0,1.192686007425957,1608.69,0.21462618652443913,1.0
25,short,345.267,very_long,4693.855,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::Cxqq98xE,finetuned,med_short,1000,4594.474,1804.767,111.86,ft_short,2.0,,,,,0.9788274243665389,522.532,0.6607576186721578,0.32481833044278263
26,short,345.267,very_long,4693.855,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5oSAC1k,finetuned,long,500,5518.216,1715.4284809761089,150.36,ft_long_gen_short,,5488.5,2026-02-05T16:23:37.048876,0.0,,1.1756255785489753,2421.174,0.14260313385159432,1.505059396154635
27,short,345.267,very_long,4693.855,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jNqm7W,finetuned,default_length,500,4980.808,1931.734710340941,169.32,ft_default_length_gen_short,,4891.0,2026-02-13T23:36:44.707812,0.0,,1.0611337589252332,1074.702,0.3212676630358927,0.6680603472390578
28,short,345.267,very_long,4693.855,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-short:D94YVc9P,fine-tuned,med_long,500,4858.28,1595.55,139.86,ft_med_long_gen_short,,4789.5,2026-02-16 16:26:33,,0.0,1.0350298422085897,1643.724,0.21005168750958192,1.0217779684090782
29,short,345.267,very_long,4693.855,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-short:DA1ZrNnv,fine-tuned,no_prefix,500,4662.34,1905.57,167.03,ft_no_prefix_gen_short,,4654.5,2026-02-17 01:06:18,,0.0,0.9932859025257492,1608.69,0.21462618652443913,1.0
30,short,345.267,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::Cxqq98xE,finetuned,med_short,1000,1709.03,1062.028,65.83,ft_short,2.0,,,,,1.0285150645624104,522.532,0.6607576186721578,0.32481833044278263
31,short,345.267,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5oSAC1k,finetuned,long,500,3078.482,1448.34967935095,126.95,ft_long_gen_short,,2993.5,2026-02-05T16:33:40.961666,0.0,,1.852667953742309,2421.174,0.14260313385159432,1.505059396154635
32,short,345.267,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jNqm7W,finetuned,default_length,500,2240.958,1253.2192722089778,109.85,ft_default_length_gen_short,,2132.5,2026-02-13T23:58:30.771186,0.0,,1.348635812157569,1074.702,0.3212676630358927,0.6680603472390578
33,short,345.267,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-short:D94YVc9P,fine-tuned,med_long,500,2462.46,1182.51,103.65,ft_med_long_gen_short,,2391.0,2026-02-16 16:35:17,,0.0,1.4819384129490722,1643.724,0.21005168750958192,1.0217779684090782
34,short,345.267,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-short:DA1ZrNnv,fine-tuned,no_prefix,500,2333.58,1325.97,116.23,ft_no_prefix_gen_short,,2250.5,2026-02-17 01:15:38,,0.0,1.4043768595996264,1608.69,0.21462618652443913,1.0
35,med_short,548.993,short,345.267,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::CxqtE1HX,finetuned,med_short,1000,371.476,260.443,16.14,ft_med_short,2.0,,,,,1.0759093686914765,522.532,1.0506399608062282,0.32481833044278263
36,med_short,548.993,short,345.267,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5o9nPnl,finetuned,long,500,976.52,645.5095054296257,56.58,ft_long_gen_med_short,,773.5,2026-02-05T20:02:12.365436,0.0,,2.8283038923499784,2421.174,0.2267466113546569,1.505059396154635
37,med_short,548.993,short,345.267,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jM9zqS,finetuned,default_length,500,598.212,404.73126770241015,35.48,ft_default_length_gen_med_short,,493.0,2026-02-14T01:41:13.584953,0.0,,1.7326069389776608,1074.702,0.5108327703865816,0.6680603472390578
38,med_short,548.993,short,345.267,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-med-short:D94fuIP8,fine-tuned,med_long,500,716.17,462.88,40.57,ft_med_long_gen_med_short,,598.5,2026-02-16 16:40:02,,0.0,2.0742497835008846,1643.724,0.33399341981987246,1.0217779684090782
39,med_short,548.993,short,345.267,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-med-short:DA1Yymj6,fine-tuned,no_prefix,500,866.08,651.81,57.13,ft_no_prefix_gen_med_short,,688.5,2026-02-17 01:21:46,,0.0,2.5084355006415326,1608.69,0.34126711796554965,1.0
40,med_short,548.993,med_short,548.993,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::CxqtE1HX,finetuned,med_short,1000,568.263,380.958,23.61,ft_med_short,2.0,,,,,1.035100629698375,522.532,1.0506399608062282,0.32481833044278263
41,med_short,548.993,med_short,548.993,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5o9nPnl,finetuned,long,500,2225.44,1143.443524796918,100.23,ft_long_gen_med_short,,2115.0,2026-02-05T19:59:08.476259,0.0,,4.053676458534079,2421.174,0.2267466113546569,1.505059396154635
42,med_short,548.993,med_short,548.993,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jM9zqS,finetuned,default_length,500,995.706,592.2519122501843,51.91,ft_default_length_gen_med_short,,844.5,2026-02-14T01:37:42.037462,0.0,,1.813695256587971,1074.702,0.5108327703865816,0.6680603472390578
43,med_short,548.993,med_short,548.993,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-med-short:D94fuIP8,fine-tuned,med_long,500,1527.53,758.01,66.44,ft_med_long_gen_med_short,,1424.5,2026-02-16 16:46:14,,0.0,2.7824216337913232,1643.724,0.33399341981987246,1.0217779684090782
44,med_short,548.993,med_short,548.993,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-med-short:DA1Yymj6,fine-tuned,no_prefix,500,1608.74,1028.09,90.12,ft_no_prefix_gen_med_short,,1447.0,2026-02-17 01:29:06,,0.0,2.930347017175082,1608.69,0.34126711796554965,1.0
45,med_short,548.993,default_length,1097.291,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::CxqtE1HX,finetuned,med_short,1000,1175.645,739.131,45.81,ft_med_short,2.0,,,,,1.0714067644772445,522.532,1.0506399608062282,0.32481833044278263
46,med_short,548.993,default_length,1097.291,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5o9nPnl,finetuned,long,500,2223.378,1140.0621400239552,99.93,ft_long_gen_med_short,,2082.0,2026-02-05T19:54:08.030963,0.0,,2.0262428107038155,2421.174,0.2267466113546569,1.505059396154635
47,med_short,548.993,default_length,1097.291,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jM9zqS,finetuned,default_length,500,1374.132,812.3913924802503,71.21,ft_default_length_gen_med_short,,1174.0,2026-02-14T01:32:51.772135,0.0,,1.2522949700671928,1074.702,0.5108327703865816,0.6680603472390578
48,med_short,548.993,default_length,1097.291,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-med-short:D94fuIP8,fine-tuned,med_long,500,1584.11,836.56,73.33,ft_med_long_gen_med_short,,1426.0,2026-02-16 16:53:00,,0.0,1.4436553293520134,1643.724,0.33399341981987246,1.0217779684090782
49,med_short,548.993,default_length,1097.291,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-med-short:DA1Yymj6,fine-tuned,no_prefix,500,1800.13,1075.94,94.31,ft_no_prefix_gen_med_short,,1660.5,2026-02-17 01:36:53,,0.0,1.6405219763945937,1608.69,0.34126711796554965,1.0
50,med_short,548.993,med_long,1689.733,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::CxqtE1HX,finetuned,med_short,1000,1807.588,889.614,55.14,ft_med_short,2.0,,,,,1.069747705702617,522.532,1.0506399608062282,0.32481833044278263
51,med_short,548.993,med_long,1689.733,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5o9nPnl,finetuned,long,500,2814.454,1162.794000622638,101.92,ft_long_gen_med_short,,2810.5,2026-02-05T19:48:51.250053,0.0,,1.6656205447842944,2421.174,0.2267466113546569,1.505059396154635
52,med_short,548.993,med_long,1689.733,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jM9zqS,finetuned,default_length,500,1888.85,940.4461279095152,82.43,ft_default_length_gen_med_short,,1772.0,2026-02-14T01:25:49.243207,0.0,,1.1178393272783334,1074.702,0.5108327703865816,0.6680603472390578
53,med_short,548.993,med_long,1689.733,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-med-short:D94fuIP8,fine-tuned,med_long,500,2091.3,918.51,80.51,ft_med_long_gen_med_short,,2014.0,2026-02-16 17:36:02,,0.0,1.237651155537591,1643.724,0.33399341981987246,1.0217779684090782
54,med_short,548.993,med_long,1689.733,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-med-short:DA1Yymj6,fine-tuned,no_prefix,500,2310.46,1216.18,106.6,ft_no_prefix_gen_med_short,,2251.0,2026-02-17 01:46:15,,0.0,1.3673521201278547,1608.69,0.34126711796554965,1.0
55,med_short,548.993,long,2468.638,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::CxqtE1HX,finetuned,med_short,1000,2737.847,1338.555,82.96,ft_med_short,2.0,,,,,1.1090516308993057,522.532,1.0506399608062282,0.32481833044278263
56,med_short,548.993,long,2468.638,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5o9nPnl,finetuned,long,500,3577.612,1461.0740698048132,128.07,ft_long_gen_med_short,,3553.5,2026-02-05T19:37:48.192459,0.0,,1.4492250382599636,2421.174,0.2267466113546569,1.505059396154635
57,med_short,548.993,long,2468.638,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jM9zqS,finetuned,default_length,500,2683.922,1393.9190047904506,122.18,ft_default_length_gen_med_short,,2596.0,2026-02-14T00:56:29.799598,0.0,,1.0872076019246242,1074.702,0.5108327703865816,0.6680603472390578
58,med_short,548.993,long,2468.638,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-med-short:D94fuIP8,fine-tuned,med_long,500,2786.55,1205.39,105.66,ft_med_long_gen_med_short,,2836.0,2026-02-16 17:45:07,,0.0,1.128780323401001,1643.724,0.33399341981987246,1.0217779684090782
59,med_short,548.993,long,2468.638,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-med-short:DA1Yymj6,fine-tuned,no_prefix,500,2822.86,1518.64,133.11,ft_no_prefix_gen_med_short,,2791.5,2026-02-17 01:57:19,,0.0,1.1434888387847875,1608.69,0.34126711796554965,1.0
60,med_short,548.993,very_long,4693.855,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::CxqtE1HX,finetuned,med_short,500,4936.868,1852.1117003507104,162.34,ft_med_short,1.0,,,,,1.051772583516108,522.532,1.0506399608062282,0.32481833044278263
61,med_short,548.993,very_long,4693.855,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5o9nPnl,finetuned,long,500,5413.344,1822.9745938065073,159.79,ft_long_gen_med_short,,5210.0,2026-02-05T19:30:21.722010,0.0,,1.1532831755561261,2421.174,0.2267466113546569,1.505059396154635
62,med_short,548.993,very_long,4693.855,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jM9zqS,finetuned,default_length,500,4729.846,1881.7175277612737,164.94,ft_default_length_gen_med_short,,4622.5,2026-02-14T00:44:59.819405,0.0,,1.0076676846643111,1074.702,0.5108327703865816,0.6680603472390578
63,med_short,548.993,very_long,4693.855,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-med-short:D94fuIP8,fine-tuned,med_long,500,4615.99,1638.46,143.62,ft_med_long_gen_med_short,,4519.5,2026-02-16 17:58:56,,0.0,0.983411289867284,1643.724,0.33399341981987246,1.0217779684090782
64,med_short,548.993,very_long,4693.855,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-med-short:DA1Yymj6,fine-tuned,no_prefix,500,4476.25,1925.54,168.78,ft_no_prefix_gen_med_short,,4405.0,2026-02-17 02:13:18,,0.0,0.953640451185646,1608.69,0.34126711796554965,1.0
65,med_short,548.993,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::CxqtE1HX,finetuned,med_short,500,1773.468,1082.3635696825722,94.87,ft_med_short,1.0,,,,,1.0672946376127797,522.532,1.0506399608062282,0.32481833044278263
66,med_short,548.993,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5o9nPnl,finetuned,long,500,2587.796,1338.5649339438114,117.33,ft_long_gen_med_short,,2525.5,2026-02-05T19:43:26.604415,0.0,,1.5573671439438437,2421.174,0.2267466113546569,1.505059396154635
67,med_short,548.993,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jM9zqS,finetuned,default_length,500,1916.842,1148.4633041747568,100.67,ft_default_length_gen_med_short,,1754.5,2026-02-14T01:05:30.876130,0.0,,1.1535788566531542,1074.702,0.5108327703865816,0.6680603472390578
68,med_short,548.993,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-med-short:D94fuIP8,fine-tuned,med_long,500,2000.58,1119.61,98.14,ft_med_long_gen_med_short,,1882.5,2026-02-16 18:06:44,,0.0,1.2039734047162818,1643.724,0.33399341981987246,1.0217779684090782
69,med_short,548.993,no_prefix,1661.648,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-med-short:DA1Yymj6,fine-tuned,no_prefix,500,2124.93,1264.14,110.81,ft_no_prefix_gen_med_short,,1999.5,2026-02-17 02:22:20,,0.0,1.2788087489047018,1608.69,0.34126711796554965,1.0
70,default_length,1097.291,short,345.267,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::Cxqu26il,finetuned,med_short,500,339.79,222.45844083783385,19.5,ft_default_length,1.0,,,,,0.9841369143300692,522.532,2.099949859530134,0.32481833044278263
71,default_length,1097.291,short,345.267,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5q5nmCD,finetuned,long,500,738.918,522.0478323640468,45.76,ft_long_gen_default_length,,585.0,2026-02-05T22:33:09.913730,0.0,,2.1401350259364493,2421.174,0.4532061718819052,1.505059396154635
72,default_length,1097.291,short,345.267,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jMKmti,finetuned,default_length,500,378.71,236.77203783386247,20.75,ft_default_length_gen_default_length,,322.0,2026-02-14T02:39:53.670443,0.0,,1.0968612696840416,1074.702,1.0210188498765238,0.6680603472390578
73,default_length,1097.291,short,345.267,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-default-length:D94QukRe,fine-tuned,med_long,500,517.87,311.59,27.31,ft_med_long_gen_default_length,,440.0,2026-02-16 18:11:02,,0.0,1.499911662568389,1643.724,0.6675640192635747,1.0217779684090782
74,default_length,1097.291,short,345.267,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-default-length:DA1cFlta,fine-tuned,no_prefix,500,649.37,479.77,42.05,ft_no_prefix_gen_default_length,,507.5,2026-02-17 02:28:13,,0.0,1.880776326726852,1608.69,0.682102207386134,1.0
75,default_length,1097.291,med_short,548.993,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::Cxqu26il,finetuned,med_short,500,437.578,280.365753821682,24.58,ft_default_length,1.0,,,,,0.7970557001637543,522.532,2.099949859530134,0.32481833044278263
76,default_length,1097.291,med_short,548.993,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5q5nmCD,finetuned,long,500,1234.806,759.0158525116587,66.53,ft_long_gen_default_length,,1086.0,2026-02-05T21:57:44.016265,0.0,,2.2492199354090125,2421.174,0.4532061718819052,1.505059396154635
77,default_length,1097.291,med_short,548.993,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jMKmti,finetuned,default_length,500,593.88,387.3345912773606,33.95,ft_default_length_gen_default_length,,495.5,2026-02-14T02:37:27.231810,0.0,,1.0817624268433295,1074.702,1.0210188498765238,0.6680603472390578
78,default_length,1097.291,med_short,548.993,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-default-length:D94QukRe,fine-tuned,med_long,500,836.67,505.22,44.28,ft_med_long_gen_default_length,,707.0,2026-02-16 18:15:14,,0.0,1.5240085028406554,1643.724,0.6675640192635747,1.0217779684090782
79,default_length,1097.291,med_short,548.993,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-default-length:DA1cFlta,fine-tuned,no_prefix,500,997.73,708.78,62.13,ft_no_prefix_gen_default_length,,824.5,2026-02-17 02:35:25,,0.0,1.8173820066922528,1608.69,0.682102207386134,1.0
80,default_length,1097.291,default_length,1097.291,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::Cxqu26il,finetuned,med_short,500,634.28,415.386332948016,36.41,ft_default_length,1.0,,,,,0.5780417409784643,522.532,2.099949859530134,0.32481833044278263
81,default_length,1097.291,default_length,1097.291,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5q5nmCD,finetuned,long,500,2411.04,1319.2350626025675,115.64,ft_long_gen_default_length,,2271.5,2026-02-05T21:49:56.150560,0.0,,2.19726581189493,2421.174,0.4532061718819052,1.505059396154635
82,default_length,1097.291,default_length,1097.291,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jMKmti,finetuned,default_length,500,1239.45,765.360542162973,67.09,ft_default_length_gen_default_length,,1052.0,2026-02-14T02:34:00.843933,0.0,,1.1295545119754014,1074.702,1.0210188498765238,0.6680603472390578
83,default_length,1097.291,default_length,1097.291,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-default-length:D94QukRe,fine-tuned,med_long,500,1755.04,869.84,76.24,ft_med_long_gen_default_length,,1667.5,2026-02-16 18:25:58,,0.0,1.5994298686492463,1643.724,0.6675640192635747,1.0217779684090782
84,default_length,1097.291,default_length,1097.291,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-default-length:DA1cFlta,fine-tuned,no_prefix,500,1765.16,1123.74,98.5,ft_no_prefix_gen_default_length,,1598.5,2026-02-17 02:43:46,,0.0,1.6086525816761463,1608.69,0.682102207386134,1.0
85,default_length,1097.291,med_long,1689.733,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::Cxqu26il,finetuned,med_short,500,970.474,541.2780259016616,47.45,ft_default_length,1.0,,,,,0.5743357086592971,522.532,2.099949859530134,0.32481833044278263
86,default_length,1097.291,med_long,1689.733,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5q5nmCD,finetuned,long,500,3085.124,1235.4463066535914,108.29,ft_long_gen_default_length,,3088.5,2026-02-05T21:39:35.253738,0.0,,1.8258056154433866,2421.174,0.4532061718819052,1.505059396154635
87,default_length,1097.291,med_long,1689.733,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D8jMKmti,finetuned,default_length,500,1902.36,911.5678879820198,79.9,ft_default_length_gen_default_length,,1767.0,2026-02-14T02:27:30.748112,0.0,,1.1258346732886202,1074.702,1.0210188498765238,0.6680603472390578
88,default_length,1097.291,med_long,1689.733,ft:gpt-4.1-2025-04-14:astra-2:med-long-gen-default-length:D94QukRe,fine-tuned,med_long,500,2308.76,992.74,87.02,ft_med_long_gen_default_length,,2279.5,2026-02-16 18:33:45,,0.0,1.3663460440199726,1643.724,0.6675640192635747,1.0217779684090782
89,default_length,1097.291,med_long,1689.733,ft:gpt-4.1-2025-04-14:astra-2:no-prefix-gen-default-length:DA1cFlta,fine-tuned,no_prefix,500,2168.73,1173.08,102.82,ft_no_prefix_gen_default_length,,2071.0,2026-02-17 02:52:25,,0.0,1.283474963204246,1608.69,0.682102207386134,1.0
90,default_length,1097.291,long,2468.638,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::Cxqu26il,finetuned,med_short,500,1503.058,941.1106771448298,82.49,ft_default_length,1.0,,,,,0.6088612425151035,522.532,2.099949859530134,0.32481833044278263
91,default_length,1097.291,long,2468.638,ft:gpt-4.1-2025-04-14:kei-nishimura-gasparian::D5q5nmCD,finetuned,long,500,3900.832,1521.7411066853651,133.39,ft_long_gen_default_length,,3854.0,2026-02-05T21:13:49.223921,0.0,,1.580155535157443,2421.174,0.4532061718819052,1.505059396154635
